"key","sample_no","filename"
"ITGC-AC-002","1","部門長レビュー結果_AccessReview_Q3_FY2025.xlsx"
"ITGC-AC-002","1","部門長レビュー結果_AccessReview_Q4_FY2025.xlsx"
"ITGC-AC-003","1","SAP_SM20_SecurityAuditLog_RetiredUsers.csv"
"ITGC-AC-004","1","SAP_SM20_PrivilegedUser_OperationLog_FY2025.csv"
"ITGC-CM-001","1","ChangeManagement_Register_Detailed_FY2025.csv"
"ITGC-CM-001","1","ChangeManagement_Register_FY2025.xlsx"
"ITGC-CM-001","1","ChangeManagement_SampleSubmissionList_FY2025.xlsx"
"ITGC-CM-001","1","変更申請書_REL-2025-002.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-004.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-006.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-008.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-010.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-012.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-014.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-016.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-018.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-020.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-022.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-024.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-026.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-028.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-030.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-032.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-034.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-036.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-038.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-040.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-042.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-044.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-046.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-048.pdf"
"ITGC-CM-001","1","変更申請書_REL-2025-050.pdf"
"ITGC-CM-002","1","UATテスト結果_REL-2025-002.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-004.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-006.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-008.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-010.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-012.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-014.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-016.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-018.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-020.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-022.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-024.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-026.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-028.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-030.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-032.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-034.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-036.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-038.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-040.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-042.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-044.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-046.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-048.xlsx"
"ITGC-CM-002","1","UATテスト結果_REL-2025-050.xlsx"
"ITGC-CM-002","1","Xray_TestExecution_History_FY2025.csv"
"ITGC-CM-003","1","SAP_STMS_ProductionTransport_History_FY2025.csv"
"ITGC-CM-003","1","SAP_STMS_ProductionTransport_History_FY2025_Population.csv"
"ITGC-EM-001","1","SOC1_TypeII_Report_B社_FY2024.pdf"
"ITGC-EM-001","1","SOC1_TypeII_Report_SIerA_FY2024.pdf"
"ITGC-OM-001","1","DR_RestoreTest_Report_2025Q3.pdf"
"ITGC-OM-001","1","SAP_DB13_DatabaseBackup_Log_FY2025.csv"
"ITGC-OM-002","1","Zabbix_IncidentDetection_Log_FY2025.csv"
